"sourceRoute"	"executionKind"	"sourceOwner"	"sourceRevision"	"sourceFile"	"sourceLine"	"candidateKind"	"candidateTarget"	"candidateOwner"	"reviewState"	"finalDisposition"	"finalTarget"	"evidence"	"reviewNote"
"debug/evaluate"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"96"	"custom_cli_review"	"vm_debug_evaluate"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debug_evaluate"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debug/evaluate' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debug_evaluate' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"debug/set-breakpoint"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"97"	"custom_cli_review"	"vm_debug_set_breakpoint"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debug_set_breakpoint"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debug/set-breakpoint' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debug_set_breakpoint' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"debug/stack-trace"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"98"	"custom_cli_review"	"vm_debug_stack_trace"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debug_stack_trace"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debug/stack-trace' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debug_stack_trace' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"debug/variables"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"99"	"custom_cli_review"	"vm_debug_variables"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debug_variables"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debug/variables' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debug_variables' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"debugger/enable"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"100"	"custom_cli_review"	"vm_debugger_enable"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debugger_enable"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debugger/enable' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debugger_enable' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"debugger/event-details"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"101"	"custom_cli_review"	"vm_debugger_event_details"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debugger_event_details"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debugger/event-details' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debugger_event_details' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"debugger/events"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"102"	"custom_cli_review"	"vm_debugger_events"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_debugger_events"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'debugger/events' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_debugger_events' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"editor/execute-code"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"103"	"official_candidate"	"eval"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_editor_execute_code"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editor/execute-code' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editor_execute_code' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"editor/execute-menu-item"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"104"	"official_candidate"	"menu"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_editor_execute_menu_item"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editor/execute-menu-item' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editor_execute_menu_item' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"editor/play-mode"	"deferred"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"105"	"merge_candidate"	"editor_play|editor_pause|editor_stop"	"official_and_or_vm_pipeline"	"reviewed"	"custom_cli"	"vm_auto_editor_play_mode"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editor/play-mode' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editor_play_mode' without an MCP transport."	"Prove combined input, output, error, effect, lifecycle, and consumer equivalence before retiring the route."
"editor/state"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"106"	"merge_candidate"	"editor_status|vm_editor_state"	"official_and_or_vm_pipeline"	"reviewed"	"custom_cli"	"vm_auto_editor_state"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editor/state' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editor_state' without an MCP transport."	"Prove combined input, output, error, effect, lifecycle, and consumer equivalence before retiring the route."
"editorprefs/delete"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"107"	"custom_cli_review"	"vm_editorprefs_delete"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_editorprefs_delete"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editorprefs/delete' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editorprefs_delete' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"editorprefs/get"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"108"	"custom_cli_review"	"vm_editorprefs_get"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_editorprefs_get"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editorprefs/get' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editorprefs_get' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"editorprefs/set"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"109"	"custom_cli_review"	"vm_editorprefs_set"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_editorprefs_set"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'editorprefs/set' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_editorprefs_set' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"gameobject/create"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"110"	"official_candidate"	"create_gameobject"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_create' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"gameobject/delete"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"111"	"official_candidate"	"delete_gameobject"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_delete"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/delete' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_delete' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"gameobject/duplicate"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"112"	"custom_cli_review"	"vm_gameobject_duplicate"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_duplicate"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/duplicate' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_duplicate' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"gameobject/info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"113"	"official_candidate"	"find_gameobjects"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_info' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"gameobject/reparent"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"114"	"official_candidate"	"set_parent"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_reparent"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/reparent' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_reparent' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"gameobject/set-active"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"115"	"official_candidate"	"set_active"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_set_active"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/set-active' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_set_active' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"gameobject/set-transform"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"116"	"official_candidate"	"set_transform"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameobject_set_transform"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/set-transform' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_set_transform' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"gameview/info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"117"	"custom_cli_review"	"vm_gameview_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameview_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameview/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameview_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"gameview/set-resolution"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"118"	"custom_cli_review"	"vm_gameview_set_resolution"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameview_set_resolution"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameview/set-resolution' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameview_set_resolution' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"gameview/set-scale"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"119"	"custom_cli_review"	"vm_gameview_set_scale"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_gameview_set_scale"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameview/set-scale' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameview_set_scale' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/annotate-rects"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"120"	"custom_cli_review"	"vm_graphics_annotate_rects"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_annotate_rects"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/annotate-rects' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_annotate_rects' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/asset-preview"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"121"	"custom_cli_review"	"vm_graphics_asset_preview"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_asset_preview"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/asset-preview' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_asset_preview' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/compare-images"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"122"	"custom_cli_review"	"vm_graphics_compare_images"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_compare_images"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/compare-images' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_compare_images' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/image-alpha-bounds"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"123"	"custom_cli_review"	"vm_graphics_image_alpha_bounds"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_image_alpha_bounds"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/image-alpha-bounds' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_image_alpha_bounds' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/lighting-summary"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"124"	"custom_cli_review"	"vm_graphics_lighting_summary"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_lighting_summary"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/lighting-summary' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_lighting_summary' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/material-info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"125"	"custom_cli_review"	"vm_graphics_material_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_material_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/material-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_material_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/mesh-info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"126"	"custom_cli_review"	"vm_graphics_mesh_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_mesh_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/mesh-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_mesh_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/rect-gap"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"127"	"custom_cli_review"	"vm_graphics_rect_gap"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_rect_gap"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/rect-gap' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_rect_gap' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"graphics/renderer-info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"128"	"custom_cli_review"	"vm_graphics_renderer_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_graphics_renderer_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/renderer-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_renderer_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/add-action"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"129"	"custom_cli_review"	"vm_input_add_action"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_add_action"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-action' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_action' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/add-binding"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"130"	"custom_cli_review"	"vm_input_add_binding"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_add_binding"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-binding' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_binding' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/add-composite-binding"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"131"	"custom_cli_review"	"vm_input_add_composite_binding"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_add_composite_binding"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-composite-binding' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_composite_binding' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/add-map"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"132"	"custom_cli_review"	"vm_input_add_map"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_add_map"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-map' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_map' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/create"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"133"	"custom_cli_review"	"vm_input_create"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_create' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"134"	"custom_cli_review"	"vm_input_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/remove-action"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"135"	"custom_cli_review"	"vm_input_remove_action"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_remove_action"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/remove-action' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_remove_action' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"input/remove-map"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"136"	"custom_cli_review"	"vm_input_remove_map"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_input_remove_map"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/remove-map' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_remove_map' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"instance/assert-project"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"137"	"merge_candidate"	"unity command --project-path|vm_editor_state"	"official_and_or_vm_pipeline"	"reviewed"	"merge_into"	"unity command --project-path|vm_editor_state"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/assert-project' route."	"Prove combined input, output, error, effect, lifecycle, and consumer equivalence before retiring the route."
"instance/current"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"138"	"merge_candidate"	"unity status|vm_editor_state"	"official_and_or_vm_pipeline"	"reviewed"	"merge_into"	"unity status|vm_editor_state"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/current' route."	"Prove combined input, output, error, effect, lifecycle, and consumer equivalence before retiring the route."
"instance/list"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"139"	"merge_candidate"	"unity status"	"official_and_or_vm_pipeline"	"reviewed"	"merge_into"	"unity status"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/list' route."	"Prove combined input, output, error, effect, lifecycle, and consumer equivalence before retiring the route."
"instance/resolve"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"140"	"merge_candidate"	"unity command --project-path"	"official_and_or_vm_pipeline"	"reviewed"	"merge_into"	"unity command --project-path"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/resolve' route."	"Prove combined input, output, error, effect, lifecycle, and consumer equivalence before retiring the route."
