"sourceRoute"	"finalDisposition"	"finalTarget"	"evidence"
"gameobject/set-transform"	"custom_cli"	"vm_auto_gameobject_set_transform"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameobject/set-transform' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameobject_set_transform' without an MCP transport."
"gameview/info"	"custom_cli"	"vm_auto_gameview_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameview/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameview_info' without an MCP transport."
"gameview/set-resolution"	"custom_cli"	"vm_auto_gameview_set_resolution"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameview/set-resolution' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameview_set_resolution' without an MCP transport."
"gameview/set-scale"	"custom_cli"	"vm_auto_gameview_set_scale"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'gameview/set-scale' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_gameview_set_scale' without an MCP transport."
"graphics/annotate-rects"	"custom_cli"	"vm_auto_graphics_annotate_rects"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/annotate-rects' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_annotate_rects' without an MCP transport."
"graphics/asset-preview"	"custom_cli"	"vm_auto_graphics_asset_preview"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/asset-preview' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_asset_preview' without an MCP transport."
"graphics/compare-images"	"custom_cli"	"vm_auto_graphics_compare_images"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/compare-images' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_compare_images' without an MCP transport."
"graphics/image-alpha-bounds"	"custom_cli"	"vm_auto_graphics_image_alpha_bounds"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/image-alpha-bounds' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_image_alpha_bounds' without an MCP transport."
"graphics/lighting-summary"	"custom_cli"	"vm_auto_graphics_lighting_summary"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/lighting-summary' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_lighting_summary' without an MCP transport."
"graphics/material-info"	"custom_cli"	"vm_auto_graphics_material_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/material-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_material_info' without an MCP transport."
"graphics/mesh-info"	"custom_cli"	"vm_auto_graphics_mesh_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/mesh-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_mesh_info' without an MCP transport."
"graphics/rect-gap"	"custom_cli"	"vm_auto_graphics_rect_gap"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/rect-gap' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_rect_gap' without an MCP transport."
"graphics/renderer-info"	"custom_cli"	"vm_auto_graphics_renderer_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'graphics/renderer-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_graphics_renderer_info' without an MCP transport."
"input/add-action"	"custom_cli"	"vm_auto_input_add_action"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-action' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_action' without an MCP transport."
"input/add-binding"	"custom_cli"	"vm_auto_input_add_binding"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-binding' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_binding' without an MCP transport."
"input/add-composite-binding"	"custom_cli"	"vm_auto_input_add_composite_binding"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-composite-binding' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_composite_binding' without an MCP transport."
"input/add-map"	"custom_cli"	"vm_auto_input_add_map"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/add-map' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_add_map' without an MCP transport."
"input/create"	"custom_cli"	"vm_auto_input_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_create' without an MCP transport."
"input/info"	"custom_cli"	"vm_auto_input_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_info' without an MCP transport."
"input/remove-action"	"custom_cli"	"vm_auto_input_remove_action"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/remove-action' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_remove_action' without an MCP transport."
"input/remove-map"	"custom_cli"	"vm_auto_input_remove_map"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'input/remove-map' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_input_remove_map' without an MCP transport."
"instance/assert-project"	"merge_into"	"unity command --project-path|vm_editor_state"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/assert-project' route."
"instance/current"	"merge_into"	"unity status|vm_editor_state"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/current' route."
"instance/list"	"merge_into"	"unity status"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/list' route."
"instance/resolve"	"merge_into"	"unity command --project-path"	"The official Unity CLI and five-command VM Pipeline facade own this transport/session concern after cutover; VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'instance/resolve' route."
"jobs/cancel"	"custom_cli"	"vm_auto_jobs_cancel"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'jobs/cancel' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_jobs_cancel' without an MCP transport."
"jobs/cleanup"	"custom_cli"	"vm_auto_jobs_cleanup"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'jobs/cleanup' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_jobs_cleanup' without an MCP transport."
"jobs/get"	"custom_cli"	"vm_auto_jobs_get"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'jobs/get' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_jobs_get' without an MCP transport."
"jobs/list"	"custom_cli"	"vm_auto_jobs_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'jobs/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_jobs_list' without an MCP transport."
"lighting/create"	"custom_cli"	"vm_auto_lighting_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lighting/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lighting_create' without an MCP transport."
"lighting/create-light-probe-group"	"custom_cli"	"vm_auto_lighting_create_light_probe_group"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lighting/create-light-probe-group' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lighting_create_light_probe_group' without an MCP transport."
"lighting/create-reflection-probe"	"custom_cli"	"vm_auto_lighting_create_reflection_probe"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lighting/create-reflection-probe' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lighting_create_reflection_probe' without an MCP transport."
"lighting/info"	"custom_cli"	"vm_auto_lighting_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lighting/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lighting_info' without an MCP transport."
"lighting/set-environment"	"custom_cli"	"vm_auto_lighting_set_environment"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lighting/set-environment' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lighting_set_environment' without an MCP transport."
"localization/collections"	"custom_cli"	"vm_auto_localization_collections"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/collections' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_collections' without an MCP transport."
"localization/create-collection"	"custom_cli"	"vm_auto_localization_create_collection"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/create-collection' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_create_collection' without an MCP transport."
"localization/create-locale"	"custom_cli"	"vm_auto_localization_create_locale"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/create-locale' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_create_locale' without an MCP transport."
"localization/entries"	"custom_cli"	"vm_auto_localization_entries"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/entries' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_entries' without an MCP transport."
"localization/locales"	"custom_cli"	"vm_auto_localization_locales"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/locales' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_locales' without an MCP transport."
"localization/remove-entry"	"custom_cli"	"vm_auto_localization_remove_entry"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/remove-entry' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_remove_entry' without an MCP transport."
"localization/remove-variable"	"custom_cli"	"vm_auto_localization_remove_variable"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/remove-variable' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_remove_variable' without an MCP transport."
"localization/set-selected-locale"	"custom_cli"	"vm_auto_localization_set_selected_locale"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/set-selected-locale' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_set_selected_locale' without an MCP transport."
"localization/settings"	"custom_cli"	"vm_auto_localization_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_settings' without an MCP transport."
"localization/status"	"custom_cli"	"vm_auto_localization_status"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/status' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_status' without an MCP transport."
"localization/upsert-entry"	"custom_cli"	"vm_auto_localization_upsert_entry"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/upsert-entry' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_upsert_entry' without an MCP transport."
"localization/upsert-variable"	"custom_cli"	"vm_auto_localization_upsert_variable"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/upsert-variable' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_upsert_variable' without an MCP transport."
"localization/validate"	"custom_cli"	"vm_auto_localization_validate"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/validate' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_validate' without an MCP transport."
"localization/variables"	"custom_cli"	"vm_auto_localization_variables"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'localization/variables' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_localization_variables' without an MCP transport."
"lod/create"	"custom_cli"	"vm_auto_lod_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lod/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lod_create' without an MCP transport."
"lod/info"	"custom_cli"	"vm_auto_lod_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'lod/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_lod_info' without an MCP transport."
"material/properties/get"	"custom_cli"	"vm_auto_material_properties_get"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'material/properties/get' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_material_properties_get' without an MCP transport."
"material/properties/set"	"custom_cli"	"vm_auto_material_properties_set"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'material/properties/set' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_material_properties_set' without an MCP transport."
"mcp/health"	"delete_redundant"	""	"Production consumer audit found no post-cutover caller; the official Unity CLI owns liveness, process, session, and logging concerns, and VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'mcp/health' route."
"mcp/set-autostart"	"delete_redundant"	""	"Production consumer audit found no post-cutover caller; the official Unity CLI owns liveness, process, session, and logging concerns, and VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'mcp/set-autostart' route."
"mppm/activate-player"	"custom_cli"	"vm_auto_mppm_activate_player"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'mppm/activate-player' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_mppm_activate_player' without an MCP transport."
"mppm/deactivate-player"	"custom_cli"	"vm_auto_mppm_deactivate_player"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'mppm/deactivate-player' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_mppm_deactivate_player' without an MCP transport."
"mppm/list-players"	"custom_cli"	"vm_auto_mppm_list_players"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'mppm/list-players' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_mppm_list_players' without an MCP transport."
"navigation/add-agent"	"custom_cli"	"vm_auto_navigation_add_agent"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'navigation/add-agent' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_navigation_add_agent' without an MCP transport."
"navigation/add-obstacle"	"custom_cli"	"vm_auto_navigation_add_obstacle"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'navigation/add-obstacle' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_navigation_add_obstacle' without an MCP transport."
"navigation/bake"	"custom_cli"	"vm_auto_navigation_bake"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'navigation/bake' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_navigation_bake' without an MCP transport."
"navigation/clear"	"custom_cli"	"vm_auto_navigation_clear"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'navigation/clear' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_navigation_clear' without an MCP transport."
"navigation/info"	"custom_cli"	"vm_auto_navigation_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'navigation/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_navigation_info' without an MCP transport."
"navigation/set-destination"	"custom_cli"	"vm_auto_navigation_set_destination"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'navigation/set-destination' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_navigation_set_destination' without an MCP transport."
"packages/add"	"custom_cli"	"vm_auto_packages_add"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/add' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_add' without an MCP transport."
"packages/info"	"custom_cli"	"vm_auto_packages_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_info' without an MCP transport."
"packages/lint-metas"	"custom_cli"	"vm_auto_packages_lint_metas"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/lint-metas' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_lint_metas' without an MCP transport."
"packages/list"	"custom_cli"	"vm_auto_packages_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_list' without an MCP transport."
"packages/remove"	"custom_cli"	"vm_auto_packages_remove"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/remove' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_remove' without an MCP transport."
"packages/resolve"	"custom_cli"	"vm_auto_packages_resolve"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/resolve' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_resolve' without an MCP transport."
"packages/search"	"custom_cli"	"vm_auto_packages_search"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/search' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_search' without an MCP transport."
"packages/status"	"custom_cli"	"vm_auto_packages_status"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/status' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_status' without an MCP transport."
"packages/update-git"	"custom_cli"	"vm_auto_packages_update_git"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'packages/update-git' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_packages_update_git' without an MCP transport."
"particle/create"	"custom_cli"	"vm_auto_particle_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'particle/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_particle_create' without an MCP transport."
"particle/info"	"custom_cli"	"vm_auto_particle_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'particle/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_particle_info' without an MCP transport."
"particle/playback"	"custom_cli"	"vm_auto_particle_playback"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'particle/playback' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_particle_playback' without an MCP transport."
"particle/set-emission"	"custom_cli"	"vm_auto_particle_set_emission"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'particle/set-emission' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_particle_set_emission' without an MCP transport."
"particle/set-main"	"custom_cli"	"vm_auto_particle_set_main"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'particle/set-main' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_particle_set_main' without an MCP transport."
"particle/set-shape"	"custom_cli"	"vm_auto_particle_set_shape"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'particle/set-shape' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_particle_set_shape' without an MCP transport."
"physics/collision-matrix"	"custom_cli"	"vm_auto_physics_collision_matrix"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'physics/collision-matrix' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_physics_collision_matrix' without an MCP transport."
"physics/overlap-box"	"custom_cli"	"vm_auto_physics_overlap_box"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'physics/overlap-box' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_physics_overlap_box' without an MCP transport."
"physics/overlap-sphere"	"custom_cli"	"vm_auto_physics_overlap_sphere"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'physics/overlap-sphere' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_physics_overlap_sphere' without an MCP transport."
"physics/raycast"	"custom_cli"	"vm_auto_physics_raycast"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'physics/raycast' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_physics_raycast' without an MCP transport."
"physics/set-collision-layer"	"custom_cli"	"vm_auto_physics_set_collision_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'physics/set-collision-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_physics_set_collision_layer' without an MCP transport."
"physics/set-gravity"	"custom_cli"	"vm_auto_physics_set_gravity"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'physics/set-gravity' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_physics_set_gravity' without an MCP transport."
"ping"	"delete_redundant"	""	"Production consumer audit found no post-cutover caller; the official Unity CLI owns liveness, process, session, and logging concerns, and VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 intentionally publishes no 'ping' route."
"playerprefs/delete"	"custom_cli"	"vm_auto_playerprefs_delete"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'playerprefs/delete' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_playerprefs_delete' without an MCP transport."
"playerprefs/delete-all"	"custom_cli"	"vm_auto_playerprefs_delete_all"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'playerprefs/delete-all' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_playerprefs_delete_all' without an MCP transport."
"playerprefs/get"	"custom_cli"	"vm_auto_playerprefs_get"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'playerprefs/get' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_playerprefs_get' without an MCP transport."
"playerprefs/set"	"custom_cli"	"vm_auto_playerprefs_set"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'playerprefs/set' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_playerprefs_set' without an MCP transport."
"prefab-asset/add-component"	"custom_cli"	"vm_auto_prefab_asset_add_component"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/add-component' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_add_component' without an MCP transport."
"prefab-asset/add-gameobject"	"custom_cli"	"vm_auto_prefab_asset_add_gameobject"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/add-gameobject' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_add_gameobject' without an MCP transport."
"prefab-asset/apply-variant-override"	"custom_cli"	"vm_auto_prefab_asset_apply_variant_override"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/apply-variant-override' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_apply_variant_override' without an MCP transport."
"prefab-asset/cleanup-missing-overrides"	"custom_cli"	"vm_auto_prefab_asset_cleanup_missing_overrides"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/cleanup-missing-overrides' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_cleanup_missing_overrides' without an MCP transport."
"prefab-asset/compare-variant"	"custom_cli"	"vm_auto_prefab_asset_compare_variant"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/compare-variant' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_compare_variant' without an MCP transport."
"prefab-asset/configure-component"	"custom_cli"	"vm_auto_prefab_asset_configure_component"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/configure-component' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_configure_component' without an MCP transport."
"prefab-asset/find"	"custom_cli"	"vm_auto_prefab_asset_find"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/find' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_find' without an MCP transport."
"prefab-asset/get-properties"	"custom_cli"	"vm_auto_prefab_asset_get_properties"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/get-properties' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_get_properties' without an MCP transport."
"prefab-asset/hierarchy"	"custom_cli"	"vm_auto_prefab_asset_hierarchy"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/hierarchy' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_hierarchy' without an MCP transport."
"prefab-asset/instantiate-child-prefab"	"custom_cli"	"vm_auto_prefab_asset_instantiate_child_prefab"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/instantiate-child-prefab' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_instantiate_child_prefab' without an MCP transport."
"prefab-asset/move-component"	"custom_cli"	"vm_auto_prefab_asset_move_component"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/move-component' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_move_component' without an MCP transport."
"prefab-asset/move-gameobject"	"custom_cli"	"vm_auto_prefab_asset_move_gameobject"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/move-gameobject' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_move_gameobject' without an MCP transport."
"prefab-asset/remove-component"	"custom_cli"	"vm_auto_prefab_asset_remove_component"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/remove-component' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_remove_component' without an MCP transport."
